cap-diameter,stem-height,stem-width
2.166956538,2.309388573,3.447157583
2.194513296,2.220877352,3.293308745
2.31984353,2.324342731,3.520542176
2.368023123,2.341315355,3.708352395
2.203603752,2.300879082,3.519096004
2.205869056,2.276640685,3.654177597
2.189950404,2.15239722,3.382212241
2.124791436,2.299655347,3.533519269
2.009612904,2.256138721,3.451623928
2.112895892,2.265178593,3.41263785
2.15067958,2.362974854,3.728368221
1.950309136,2.281050416,3.351394774
2.196790313,2.250268322,3.484127438
1.989217984,2.205036493,3.298071793
2.066935372,2.27029489,3.544996824
1.732118807,2.175207351,3.30124184
1.950309136,2.13271323,3.113346483
2.22836355,2.230356334,3.328017378
2.054635065,2.202246681,3.408098537
2.024751548,2.247644194,3.456082027
2.014673958,2.252883155,3.481190536
2.009612904,2.281678226,3.491454174
2.246155297,2.272204377,3.60298976
2.034770425,2.248301101,3.622483067
2.376271977,2.33957772,3.67191418
2.334644268,2.276008561,3.609969358
2.22612695,2.211275468,3.498758863
2.268146771,2.217462375,3.44118957
2.153014143,2.393226366,3.84649529
2.110507001,2.196635397,3.41263785
1.839166238,2.309992634,3.605783972
2.252781402,2.244350865,3.315454775
1.955548557,2.133479974,3.228864705
2.091276786,2.29041175,3.448647283
2.183083792,2.218830256,3.44118957
2.25057545,2.2823055,3.630790439
2.307059045,2.361850767,3.79783833
2.351411179,2.277272267,3.498758863
2.36388449,2.385644484,3.68547206
2.01972014,2.222918805,3.352945135
2.21490128,2.292269797,3.637691984
1.952930862,2.289170438,3.389854927
2.192233329,2.29041175,3.523431949
2.22612695,2.320781469,3.577698029
2.153014143,2.241042787,3.426204575
2.088857969,2.224954646,3.453110875
2.404849655,2.317800466,3.607179891
2.171579466,2.255488756,3.485594556
2.183083792,2.198744603,3.439695256
2.189950404,2.254838218,3.529201238
2.17388637,2.320781469,3.576285272
1.86971116,2.225632017,3.237017445
2.185375644,2.239715398,3.453110875
2.208131452,2.258732869,3.58756464
2.194513296,2.226984902,3.460531917
2.001993223,2.259379983,3.400513891
2.361811601,2.258732869,3.427707277
1.989217984,2.209201637,3.529201238
2.117663862,2.252883155,3.427707277
1.864198688,2.243690433,3.417168602
2.248366751,2.332585587,3.511852235
1.633586532,2.233042461,3.30124184
1.776350634,2.157609255,3.251621401
2.21490128,2.266461002,3.532080774
2.134249771,2.200847832,3.487060788
2.422985492,2.300267469,3.500217169
2.105719356,2.281050416,3.54785781
2.100918493,2.246986702,3.304407648
1.923867077,2.202945118,3.299657348
1.913173796,2.231700617,3.403550626
2.185375644,2.250922899,3.478250072
2.252781402,2.149402484,3.335835396
2.372152269,2.295356139,3.536393718
2.14131004,2.243029411,3.293308745
2.414947517,2.348224866,3.698956497
2.189950404,2.158350867,3.348291021
2.307059045,2.33609001,3.689525061
2.088857969,2.206427475,3.470883261
2.304919381,2.302100782,3.580521107
2.012145296,2.210584835,3.192651481
2.062025749,2.15314403,3.286943051
2.029768278,2.175931657,3.351394774
2.180788948,2.252230315,3.508948681
2.039758084,2.256138721,3.299657348
2.24394108,2.272204377,3.363769533
2.166956538,2.247644194,3.539264788
2.079148825,2.18813816,3.209181597
2.09851308,2.269019143,3.450136064
2.239504328,2.248301101,3.517648972
2.414947517,2.322564264,3.517648972
1.994339521,2.220195615,3.510400891
2.394695145,2.335507105,3.818439536
2.143657136,2.312403913,3.460531917
2.159999211,2.229683275,3.356042836
1.973760712,2.229683275,3.447157583
1.764670508,2.159831881,3.152494091
1.939781643,2.261317925,3.586157548
2.16232139,2.285433873,3.5016746
2.17388637,2.269657292,3.504586844
1.93184301,2.216091964,3.513302713
2.252781402,2.284809262,3.605783972
1.996894556,2.255488756,3.39442886
2.404849655,2.327886757,3.595990326
2.21039095,2.312403913,3.634933677
1.955548557,2.303929527,3.382212241
2.029768278,2.28293224,3.546427736
1.999445785,2.101381,3.254854437
2.32831606,2.313005495,3.58756464
2.203603752,2.345928949,3.662379464
1.934493346,2.190271598,3.417168602
2.014673958,2.252883155,3.409612595
1.853119215,2.127323893,3.302825273
2.274691471,2.314807287,3.56211277
1.511671765,2.107753155,2.946021943
2.148341897,2.253535418,3.385272244
2.257185093,2.305146163,3.684119593
2.171579466,2.206427475,3.508948681
2.103320582,2.305146163,3.597391806
2.503390707,2.331999881,3.750861009
2.136606366,2.236386458,3.402032739
3.421963247,2.626368499,4.377942893
3.901518204,2.732749283,4.137563612
3.869870385,2.939793458,4.621551678
3.732233816,2.762234321,4.322484932
4.014672818,2.875352706,4.595841373
3.94114005,2.72093831,4.350879385
4.034468655,2.830904619,4.431272969
3.552778923,2.712722652,4.337245303
4.162369525,2.90102107,4.412930703
4.377468675,2.951106397,4.450501302
4.169965745,2.766392111,4.530993226
4.104121668,2.800613026,4.342497336
4.005615324,2.858530232,4.396522001
3.424352181,2.707885331,4.361320498
3.73943293,2.708231962,4.478593503
4.119689542,2.937309109,4.601575344
3.921419519,2.874534913,4.507388671
4.092809755,2.867130713,4.333036298
3.623373309,2.790214417,4.336193668
3.67056485,2.771158925,4.422117278
3.775067965,2.847839171,4.269097552
3.665255097,2.678501406,4.040599942
3.652456892,2.820953922,4.486567213
3.546036692,2.796044592,4.012221115
3.733263754,2.823014326,4.352970838
3.975456904,2.875625087,4.543695139
3.788153757,2.838993137,4.433303397
3.743535798,2.692815825,4.2507007
3.69481929,2.745021999,4.296991511
3.583957587,2.897864518,4.36860536
4.20756391,2.929297916,4.592012143
4.52767393,2.822720358,4.243088529
4.012864311,2.832355957,4.518232544
3.609225217,2.824188952,4.324598515
3.361315647,2.764156384,4.53783998
4.115376089,2.909627395,4.669478305
4.031779707,2.983029492,4.524129432
3.69481929,2.920171647,4.680636853
3.953258996,2.808461075,4.294856098
3.913859583,2.854891386,4.499475282
3.992871586,2.974127813,4.592969945
3.657798922,2.79878926,4.342497336
3.845582108,2.719575707,4.324598515
3.699009212,2.700916481,4.120509689
3.943008901,2.845851564,4.414974845
3.832843123,2.838993137,4.319311442
4.152200776,3.031955021,4.78180914
3.635270764,2.695644055,4.140961174
3.582852043,2.682467006,4.286297402
3.798165554,2.894693375,4.466589276
4.029985246,2.898391619,4.530013729
3.597178737,2.575963928,4.012221115
3.750696845,2.755465056,4.317193701
3.803153953,2.7106536,4.366525972
3.567312682,2.766710915,4.374833958
4.175856078,2.925256825,4.703742318
3.97361568,2.943009654,4.669478305
4.049644222,3.00838253,4.509363465
3.821016685,2.723316503,4.208010287
3.805146065,2.775893325,4.296991511
3.753758511,2.896544989,4.433303397
3.556141872,2.701616488,4.083753475
3.505117559,2.578466815,3.976305042
3.532486343,2.738082872,4.235454564
3.378479163,2.663889756,4.174698204
3.990131104,2.901545752,4.445454331
3.862127864,2.759019057,4.179164095
3.795166929,2.822426265,4.5824159
3.425545606,2.735087737,4.395493159
3.613588646,2.846135859,4.479591486
3.827923349,2.922718961,4.296991511
4.053199785,2.596557078,4.245265652
3.696915287,2.833804254,4.522165205
4.338715479,3.012405915,4.842050115
4.005615324,2.901283461,4.337245303
3.877585235,2.745679287,4.334089166
3.94114005,2.867681913,4.492532324
3.955117477,2.741065227,4.257208182
3.55726165,2.850951032,4.243088529
3.774058039,2.78464559,4.397550453
3.816069716,2.665732873,4.23436221
3.901518204,2.738746719,4.461571942
3.659931949,2.759341251,4.364444984
3.708406346,2.902332024,4.352970838
4.124854638,2.863537125,4.41905853
3.696915287,2.810858097,4.488557024
3.71464804,2.694938064,4.390343093
3.56061738,2.857971658,4.343546517
3.979134703,2.852360887,4.545644103
4.016479836,2.929046046,4.479591486
4.18508102,2.891507511,4.494517818
3.826938042,2.645188743,4.262618998
4.051422721,2.952081319,4.495510026
4.248612352,2.773056551,4.135296132
4.025492668,2.896544989,4.584337804
3.459856926,2.626368499,4.196952711
3.937397526,2.814438155,4.462576145
3.688518816,2.620113084,4.256124702
3.469222364,2.895487536,4.466589276
4.271276152,2.897600815,4.653593892
4.144543614,2.756112586,4.572786349
3.64065652,2.780595732,4.203592784
3.847535276,2.810558922,4.39960619
3.687466911,2.728385587,4.233269408
4.19843148,2.813246857,4.565058545
4.021891975,2.897337011,4.630069303
4.017382787,2.828284509,4.338296528
4.031779707,2.709962556,4.354015957
3.532486343,2.855732826,4.325654685
3.792164097,2.645946374,4.221218887
3.638503872,2.701616488,4.323541931
3.875659105,2.911439166,4.628178745
3.861158092,2.940537003,4.6044379
4.408003609,3.017291123,4.595841373
3.644955221,2.681027555,4.311892042
3.578424009,2.713754893,4.251786383
3.552778923,2.790830429,4.258291222
3.985555991,2.827408928,4.486567213
3.979134703,2.873169762,4.410885023
3.997431441,2.752543707,4.215723279
3.464544961,2.726024583,4.224510808
3.696915287,2.898655019,4.454532178
3.505117559,2.896544989,4.411908055
3.807136327,2.816221271,4.437359723
3.61249864,2.767984677,4.217922886
3.921419519,2.836979866,4.346691614
3.764947145,2.792982181,4.13982914
3.076129098,2.573871447,4.09989777
3.14448637,2.637567413,4.274484385
3.801159987,2.869882306,4.503434824
3.959756759,2.835538215,4.387248355
3.647101283,2.626368499,4.293787753
3.841670448,2.810858097,4.34039775
4.052311432,2.776836353,4.259373823
3.628789595,2.771475555,4.439385627
3.805146065,2.774318767,4.464583446
3.812103914,2.771158925,4.638561
3.273253752,2.764476213,4.369644456
4.019187574,2.745350721,4.259373823
3.62011682,2.745021999,4.212420453
4.126573669,2.929297916,4.52609226
4.037154317,2.828867614,4.420078494
3.649245161,2.622856629,3.966642524
3.761901516,2.898391619,4.37172145
3.950468297,2.900233293,4.595841373
3.483191309,2.803037282,4.37172145
4.156443399,2.964390833,4.571821551
3.85046171,2.848689253,4.349833051
3.927072243,2.867681913,4.482583256
3.418374624,2.774318767,4.31825278
4.05408778,2.891507511,4.329875226
4.008336504,2.847839171,4.500465702
3.672685017,2.787126135,4.404738735
3.483191309,2.764156384,4.277711288
3.265524154,2.826532238,4.282007785
3.580639199,2.80635686,4.287368734
3.383356628,2.659074977,4.273407885
3.795166929,2.684620675,4.069835765
3.662062821,2.775578698,4.352970838
3.689570199,2.671233473,4.305516219
4.096296506,2.921701173,4.388280327
3.738405976,2.628700104,4.351925314
4.222428019,2.888574091,4.547591693
3.836770852,2.947683147,4.529033885
3.409976669,2.670868099,4.472597965
3.846558914,2.900758578,4.452517483
3.387007099,2.65235363,4.279860398
3.535882216,2.73174469,4.316134205
4.084944404,2.868782988,4.576642183
3.358851878,2.785266557,4.366525972
3.413580006,2.786816551,4.335141622
3.579531898,2.757405847,4.401660372
3.399128475,2.875352706,4.170224759
3.15542618,2.577216472,4.049991135
3.729141003,2.737418395,4.128481949
3.987387185,2.894693375,4.492532324
3.686414482,2.61380194,4.039423657
3.878547657,2.759019057,4.323541931
4.43663891,2.944981344,4.527073151
4.01105431,2.759663297,4.375870666
3.50052077,2.845282624,4.34039775
3.923305396,2.945227405,4.568925142
4.15135128,2.829741351,4.41905853
3.509704173,2.714785615,4.096446646
3.811111316,2.781220324,4.482583256
3.977296578,2.790830429,4.270175786
3.975456904,2.888039394,4.450501302
3.977296578,2.92828988,4.452517483
3.709447905,2.839567282,4.491539038
4.00742982,2.801523115,4.463579979
3.992871586,2.869607641,4.536862912
3.841670448,2.754492632,4.335141622
4.143691189,2.762555033,4.222316646
3.972694485,2.813246857,4.301257248
3.479707921,2.591668846,4.146614057
3.839711948,2.821543235,4.451509579
4.249425716,2.833804254,4.595841373
4.231463367,2.792982181,4.550510507
3.857274638,2.733083827,4.350879385
3.980053186,2.673421741,4.420078494
3.695867548,2.843287631,4.433303397
3.638503872,2.669404707,4.219022007
3.891020301,2.795127286,4.413952966
3.832843123,2.920426805,4.499475282
3.971772901,2.846704097,4.378978412
4.097167336,2.897864518,4.584337804
3.597178737,2.709962556,4.058180748
3.743535798,2.764476213,4.224510808
4.26563155,2.72093831,4.41905853
3.771025393,2.752543707,4.422117278
3.617943018,2.851797291,4.316134205
3.887190221,2.864921494,4.652656701
3.485510311,2.759985194,4.306579907
3.411178485,2.824775518,4.349833051
4.036259461,2.762555033,4.153381554
3.408774147,2.784956143,4.248528009
4.065599259,2.776522152,4.39960619
4.181730904,2.998900628,4.657339519
3.762917209,2.634880416,4.390343093
3.617943018,2.763196015,4.387248355
4.090191079,2.92398907,4.692675409
3.709447905,2.732079714,4.355060672
4.273690947,2.855732826,4.458557119
3.748653288,2.846420036,4.499475282
3.691671398,2.841573037,4.504423819
3.916697647,2.730738652,4.14774318
3.552778923,2.788363096,4.408837804
3.78514106,2.834382725,4.479591486
3.339033642,2.728722224,4.138696619
3.875659105,2.658703244,4.455538969
3.580639199,2.77084215,4.059348596
3.480869703,2.797265784,4.23654647
3.884313203,2.984424419,4.629124184
3.312725353,2.572193023,4.239819506
3.836770852,2.673785793,4.268018882
3.811111316,2.83148552,4.468593638
3.964386189,2.833514837,4.348786311
3.519987106,2.748956479,4.279860398
3.994696668,2.864644843,4.633846581
3.821016685,2.85545246,4.452517483
3.348966889,2.624809818,4.096446646
3.332800622,2.545222954,4.104492211
3.993784317,2.931560574,4.59488456
3.769001233,2.715814824,4.309768448
3.899613276,2.888039394,4.400633475
4.098037823,2.700215774,4.309768448
3.867937358,2.764795895,4.224510808
3.814087731,2.809061108,4.408837804
3.465715307,2.847555577,4.226703161
3.756815784,2.786506829,4.629124184
3.883353346,2.75026306,4.131891247
4.046082907,2.884553675,4.448483633
3.85241046,2.868507885,4.622499367
3.997431441,2.801826213,4.475597374
3.743535798,2.750915434,4.163500362
4.144543614,2.954026992,4.805881168
3.963461089,2.962234669,4.674133098
3.972694485,2.659446514,4.289510115
3.792164097,2.665364635,4.374833958
3.905323041,2.640244238,4.34039775
4.10759066,2.968682776,4.688976732
3.753758511,2.741065227,4.362362395
3.457508903,2.803037282,4.135296132
4.218308979,2.881590346,4.373796853
3.3723659,2.702665193,4.410885023
3.82989261,2.850103733,4.312953211
3.019975288,2.738746719,3.88675867
4.029087465,2.831775787,4.452517483
3.980971282,2.879697917,4.381048264
3.662062821,2.709270831,4.456545389
3.890063416,2.670868099,4.055843483
3.979134703,2.972947812,4.638561
3.884313203,2.794515075,4.465586545
3.94114005,2.947928235,4.581454448
3.738405976,2.878885278,4.462576145
3.108509572,2.859088354,4.462576145
3.756815784,2.969395475,4.693599317
4.047864284,2.931058408,4.552454673
3.680088887,2.800005636,4.462576145
3.833825728,2.823895482,4.382082598
3.828908205,2.881050183,4.22889371
3.498218544,2.739409935,4.506400742
3.800162308,2.780908098,4.418038183
3.66312745,2.817999808,4.274484385
3.626624756,2.801826213,4.028813082
3.261648208,2.692815825,3.861668764
3.73943293,2.656841635,4.488557024
4.081439688,2.808461075,4.315074292
3.55726165,2.777150411,4.16574373
3.549410536,2.50206358,3.922706808
3.617943018,2.650475171,4.401660372
3.585062547,2.902070034,4.668546418
3.763932418,2.594117166,4.146614057
3.503969318,2.660559952,4.104492211
3.854357449,2.821248641,4.251786383
3.849486674,2.703712332,4.358192397
3.915752038,2.886164666,4.553426243
3.720871427,2.777150411,4.229988309
3.529084913,2.595744705,4.122789946
4.041623142,2.801219885,4.478593503
3.957902231,2.873989178,4.407813616
3.703190861,2.607833775,4.064014764
3.967159137,2.885359643,4.606344636
3.614678087,2.953784086,4.535885498
3.403956991,2.631024052,4.232176158
3.549410536,2.741726248,4.345643655
3.8630972,2.776522152,4.32671044
3.767988433,2.745679287,4.130755305
3.993784317,2.608233219,4.37172145
3.462202276,2.689620397,4.346691614
3.600471016,2.84071414,4.381048264
3.726043683,2.676328894,4.396522001
3.697962508,2.848689253,4.440398015
4.18005396,2.804246241,4.619655332
3.802157202,2.989745247,4.652656701
3.906273207,2.703712332,4.370683152
3.783130235,2.602620436,4.321427518
3.615766962,2.600201302,4.183622463
3.948605843,2.77084215,4.393434305
4.040730103,3.027610958,4.520199576
3.951398927,2.823308169,4.675992854
4.008336504,2.687482012,4.475597374
3.866002597,2.865750782,4.536862912
3.809124743,2.544349846,4.129618872
3.732233816,2.743705564,4.510350331
3.839711948,2.852360887,4.303387578
3.988302207,2.885091092,4.445454331
4.104989425,2.845851564,4.535885498
3.85630268,2.84698804,4.609202291
4.089317497,2.761592453,4.209113515
4.127432685,2.798484832,4.438372863
3.613588646,2.824482297,4.338296528
3.721906886,2.756759516,4.422117278
4.097167336,2.877800264,4.381048264
3.772036754,2.838705886,4.381048264
3.673744303,2.796960688,4.377942893
3.488983943,2.76543482,4.277711288
4.065599259,2.703014413,4.301257248
3.673744303,2.693877746,4.280934306
3.705278595,2.867957347,4.441410028
3.308939009,2.482332799,4.083753475
3.956046124,2.850386282,4.393434305
3.579531898,2.657586868,4.227798661
4.438884424,2.890975093,4.421098077
4.064715892,2.920171647,4.701900856
4.144543614,2.779344861,4.458557119
3.449269686,2.723994506,4.272330953
3.85630268,2.878342985,4.532951176
3.582852043,2.673421741,4.265860237
3.956974375,2.768302753,4.413952966
3.657798922,2.760306942,4.342497336
3.805146065,2.770208169,4.53783998
3.985555991,2.872896406,4.524129432
3.596080159,2.05093022,3.938659229
3.684308053,2.193813771,4.201381272
3.753758511,2.162785111,4.189184885
3.562851536,2.057742571,4.118227452
3.563967717,2.005086073,3.987132324
3.589476557,2.098977417,4.000304386
3.587270716,2.119556867,4.176932092
3.656731599,2.058589803,4.081438996
3.487826714,2.101381,4.199167916
3.593881273,2.062811731,4.142092721
3.443364278,2.030995019,4.069835765
3.817060022,2.179542647,4.208010287
3.412379597,2.058589803,4.06051592
3.637426721,2.189561132,4.256124702
3.183860292,1.952403275,3.792661675
3.622288374,2.072017498,4.151127651
3.632032677,2.102180487,4.204697849
3.56842648,2.170117381,4.184735882
3.638503872,2.116427351,4.275560451
3.394288542,2.079466625,4.057012378
3.529084913,2.146395682,4.174698204
3.567312682,2.071185247,4.107932766
3.621202878,2.195225924,4.404738735
3.644955221,2.098977417,4.217922886
3.693770513,2.116427351,4.136430116
3.431502348,2.007807794,4.146614057
3.537012942,2.101381,4.133026698
3.690621059,2.117210957,4.151127651
3.507412135,2.08439203,4.054674064
3.78514106,2.220877352,4.220120674
3.616855272,2.079466625,4.048819087
3.761901516,2.175931657,4.179164095
3.624457684,2.086026685,4.191406588
3.602662997,2.117993744,4.146614057
3.608132939,2.131177378,4.288439638
3.586166923,2.165726685,4.273407885
3.540401437,2.133479974,4.155633533
3.444546716,2.10695959,4.058180748
3.455158203,2.023048824,3.999109693
3.575096815,2.102180487,4.179164095
3.561734757,2.102979122,4.125068226
3.647101283,2.083573367,4.123929333
3.551656732,2.211965458,4.350879385
3.546036692,2.091720133,4.189184885
3.676918976,2.15314403,4.287368734
3.575096815,2.100580661,4.151127651
3.510849242,2.106165185,4.110223966
3.590578605,2.195930995,4.255040783
3.592780963,2.069517977,4.054674064
3.580639199,2.021271607,4.020530355
3.458683249,1.997780009,4.110223966
3.681144468,2.115642924,4.308706022
3.468054007,2.121116733,4.01697251
3.526814195,2.051785138,4.167985194
3.575096815,2.100580661,4.237637929
3.617943018,2.100580661,4.192516741
3.56842648,2.041461635,4.079122467
3.605946675,2.147148519,4.203592784
3.599374165,2.055195147,4.09299097
3.374813403,2.033625298,4.089530729
3.62011682,2.101381,4.189184885
3.458683249,2.049217474,4.04412561
3.579531898,2.044918518,4.077963433
3.508558471,2.017704604,4.072160537
3.539272552,1.991328962,4.001498529
3.716724531,2.114071602,4.062849004
3.453981846,2.111708423,4.14887182
3.588373927,2.098977417,4.107932766
3.49706647,2.09656611,4.2069066
3.524540992,2.082753811,4.191406588
3.576206469,2.030116221,4.144354359
3.68325405,2.08028977,4.161255088
3.715686539,2.074508745,4.14887182
3.622288374,2.119556867,4.164622284
3.455158203,2.043192055,4.04764651
3.630952206,2.08439203,4.16574373
3.365005723,2.08439203,4.102195997
3.611408066,2.019490207,4.057012378
3.593881273,2.034500028,4.07099841
3.461029934,2.062811731,4.091838065
3.390651062,2.070352073,4.154507784
3.451627114,1.997780009,3.91160442
3.383356628,2.007807794,4.057012378
3.518847072,2.043192055,3.991929928
3.291175144,1.989475688,3.966642524
3.463373951,2.101381,4.17134383
3.432691626,2.008712867,4.144354359
3.582852043,2.087657792,4.142092721
3.654595329,2.118775713,4.054674064
3.61249864,2.05093022,4.080280988
3.614678087,2.133479974,4.172462427
3.347727883,2.067010129,4.137563612
3.462202276,2.036246454,4.072160537
3.465715307,2.114857675,4.118227452
3.457508903,1.978260061,4.075643821
3.581745914,2.1620479,4.190295969
3.462202276,2.120337206,4.185848834
3.439812879,2.09090942,4.131891247
3.692721215,2.16425735,4.227798661
3.707364275,2.216091964,4.30019145
3.784135884,2.162785111,4.097597526
3.624457684,2.17448234,4.0987479
3.449269686,1.958225594,3.909130676
3.592780963,2.05349207,4.048819087
3.660997654,2.173030195,4.214622793
3.506265165,2.092529971,4.173580552
3.478545485,2.032749555,4.095295261
3.54265737,2.040594936,4.114800373
3.68536153,2.133479974,4.13416166
3.47272347,2.024821874,4.162377964
3.677976142,2.222918805,4.284153452
3.642806968,2.094147031,4.130755305
3.630952206,2.14262007,4.239819506
3.710488952,2.17882185,4.288439638
3.539272552,2.090097832,4.160131734
3.523403457,2.140345507,4.07099841
3.462202276,2.107753155,4.112513167
3.452804816,2.031872796,3.98833256
3.401544156,2.070352073,4.131891247
3.598276739,2.10695959,4.077963433
3.431502348,2.041461635,4.054674064
3.646028525,2.170117381,4.235454564
3.624457684,2.106165185,4.188073335
3.64065652,2.094954257,4.189184885
3.527949864,2.093338936,4.17134383
3.527949864,2.09737074,4.2069066
3.39670994,2.04405578,3.876752317
3.478545485,2.061969236,4.13982914
3.639580471,2.09656611,4.135296132
3.515423206,2.072017498,4.11594323
3.540401437,2.089285366,3.922706808
3.464544961,2.071185247,4.156758802
3.419571529,2.055195147,4.175815384
3.433880217,2.09656611,4.09299097
3.641732018,2.123450456,4.097597526
3.429121724,2.072848831,4.120509689
3.61249864,2.067847007,4.156758802
3.737378526,2.099779467,4.17134383
3.708406346,2.061125797,4.238728941
3.49706647,2.085209802,4.079122467
3.413580006,2.021271607,4.054674064
3.495913754,2.07699177,4.048819087
3.621202878,2.1357755,4.174698204
3.611408066,2.12886767,4.173580552
3.532486343,2.113284704,4.188073335
3.524540992,2.074508745,4.073322148
3.633112594,2.1357755,4.179164095
3.615766962,2.148651918,4.179164095
3.480869703,2.069517977,4.179164095
3.662062821,2.124226749,4.191406588
3.526814195,2.05349207,4.079122467
3.680088887,2.12809618,4.238728941
3.643881368,2.146395682,4.183622463
3.479707921,2.047500829,4.1668647
3.265524154,1.975430096,3.97027021
3.587270716,2.102979122,4.090684651
3.626624756,2.131945699,4.342497336
3.593881273,2.0059944,4.015785477
3.581745914,2.081112015,4.196952711
3.556141872,2.21951325,4.292718983
3.523403457,1.982017031,3.883010885
3.462202276,2.052639087,3.956943662
3.647101283,2.135011108,4.181394218
3.623373309,2.014120711,4.054674064
3.485510311,2.018597932,4.012221115
3.602662997,2.12189545,4.151127651
3.56619829,2.072848831,4.091838065
3.54378442,2.105369937,4.090684651
3.488983943,2.159091742,4.16574373
3.373590019,2.05093022,4.114800373
3.650316282,2.133479974,4.097597526
3.659931949,2.049217474,4.140961174
3.484351135,2.004176656,4.039423657
3.499369977,2.1357755,4.169105214
3.605946675,2.120337206,4.226703161
3.539272552,2.045780271,3.99671865
3.425545606,2.023935869,3.973892802
3.652456892,2.034500028,4.22560721
3.650316282,2.090097832,4.126206626
3.479707921,2.131945699,4.196952711
3.389437129,2.027473682,4.077963433
3.638503872,2.170117381,4.170224759
3.526814195,2.110128819,4.247441
3.482030832,2.031872796,4.025266576
3.463373951,2.019490207,4.001498529
3.511993679,2.011421615,3.9955223
3.415978716,2.101381,4.008651847
3.358851878,2.072848831,4.142092721
3.569539684,2.072017498,4.103344355
3.519987106,2.056894386,4.058180748
3.173076045,2.035373745,4.140961174
3.421963247,2.079466625,4.14774318
3.667380602,2.120337206,4.172462427
3.485510311,2.033625298,3.955728733
3.453981846,2.04405578,4.079122467
3.693770513,2.12809618,4.127344534
3.523403457,2.098977417,3.97991918
3.556141872,2.075337331,4.027631451
3.617943018,2.110919037,4.198060544
3.525677904,2.066172319,4.105639564
3.506265165,2.134245933,4.247441
3.603758129,2.085209802,4.104492211
3.487826714,1.980140867,4.175815384
3.598276739,2.135011108,4.109078616
3.653526382,2.081933361,4.059348596
3.577315533,2.086026685,4.074483242
3.637426721,2.111708423,4.117085589
3.73943293,2.015914778,4.015785477
3.553900509,2.12189545,4.16574373
3.648173495,2.143376721,4.227798661
3.461029934,1.914459586,4.026449283
3.608132939,2.087657792,4.22889371
3.706321692,2.047500829,4.103344355
3.540401437,2.008712867,3.867964435
3.425545606,2.094954257,4.03706949
3.567312682,2.038858546,4.000304386
3.695867548,2.110919037,4.051162657
3.494760396,2.124226749,4.006269601
3.408774147,2.051785138,4.219022007
3.718798991,2.139585778,4.175815384
3.555021492,2.115642924,4.209113515
3.624457684,2.136539111,4.243088529
3.596080159,2.111708423,4.192516741
3.621202878,2.165726685,4.328820711
3.501670924,2.001441841,4.03706949
3.508558471,2.10695959,4.179164095
3.727076625,2.16865669,4.1668647
3.603758129,1.980140867,4.119368818
3.770013553,2.115642924,4.169105214
3.551656732,2.056894386,4.062849004
3.556141872,2.111708423,4.263699848
3.297537303,1.925638442,3.881760399
3.642806968,2.12189545,4.31401396
3.630952206,2.067010129,4.151127651
3.657798922,2.102979122,4.213521851
3.649245161,1.988547353,4.040599942
3.469222364,2.057742571,4.077963433
3.321532741,2.032749555,3.984730179
3.321532741,2.20573231,4.151127651
3.669503967,2.073679246,4.074483242
3.653526382,2.220877352,4.321427518
3.43506812,2.077817627,4.090684651
3.690621059,2.125776924,4.157883592
3.553900509,2.117993744,4.22560721
3.572875737,2.04835964,4.088376298
3.419571529,2.042327341,4.131891247
3.532486343,2.087657792,4.156758802
3.490140524,1.995021988,3.910367847
3.581745914,2.149402484,4.214622793
3.718798991,2.147148519,4.23436221
3.275823714,2.03972724,4.066344722
3.577315533,2.05093022,4.034713191
3.471557095,2.030116221,4.137563612
3.513137485,2.041461635,3.944768492
3.572875737,2.077817627,4.054674064
3.622288374,2.129638366,4.154507784
3.576206469,2.117993744,4.178048329
3.546036692,2.083573367,4.137563612
3.33155172,2.05093022,3.916544753
3.733263754,2.035373745,4.2419993
3.493606395,2.190981385,4.222316646
3.610316926,2.148651918,4.311892042
3.68536153,2.067010129,4.14774318
3.67056485,2.127323893,4.31825278
3.546036692,2.043192055,4.011031905
3.68325405,2.175931657,4.154507784
3.650316282,2.147148519,4.221218887
3.676918976,2.091720133,4.072160537
3.667380602,2.099779467,4.190295969
3.729141003,2.151649662,4.178048329
3.75171789,2.092529971,4.231082458
3.377257974,2.037118155,4.029994176
3.388222475,2.03972724,3.976305042
3.358851878,2.090097832,4.01697251
3.499369977,1.995021988,3.912840397
3.652456892,2.158350867,4.097597526
3.414779712,2.036246454,4.027631451
3.549410536,2.061125797,4.021715221
3.482030832,2.024821874,3.994325397
3.438627716,1.984822618,3.923937443
3.510849242,2.099779467,4.03706949
3.639580471,2.091720133,4.191406588
3.642806968,2.133479974,4.169105214
3.669503967,1.986687269,3.944768492
3.744560281,2.106165185,4.334089166
3.321532741,2.056045245,4.137563612
3.634191956,2.179542647,4.214622793
3.355150629,2.085209802,4.042950918
3.573986571,2.15314403,4.23654647
3.711529489,2.051785138,4.087221357
3.611408066,2.081112015,4.229988309
3.71464804,2.170117381,4.323541931
3.508558471,2.070352073,4.062849004
3.484351135,2.03972724,4.182508575
3.669503967,2.138825275,4.102195997
3.604852688,2.09090942,4.151127651
3.759868679,2.1357755,4.200274825
3.357618876,2.07699177,4.110223966
3.436255337,1.927653518,4.002692121
3.658865705,2.113284704,4.248528009
3.499369977,2.094147031,4.130755305
3.490140524,2.037118155,4.027631451
3.433880217,2.059436083,4.210216285
3.51428066,2.208509068,4.194735654
